column,category,count,rate,target_rate,target_rate_lift
FONDKAPREMONT_MODE,org spec account,5619,0.018272517080689797,0.05819540843566471,0.7208752565341265
HOUSETYPE_MODE,__MISSING__,154297,0.50176091261776,0.09151182459801552,1.1335707026771542
HOUSETYPE_MODE,block of flats,150503,0.4894231425867693,0.06943383188374982,0.8600872941149564
HOUSETYPE_MODE,specific housing,1499,0.004874622371232248,0.10140093395597065,1.256068584158489
HOUSETYPE_MODE,terraced house,1212,0.003941322424238483,0.08498349834983498,1.0527033458632873
WALLSMATERIAL_MODE,__MISSING__,156341,0.508407829313423,0.09128123780710115,1.1307143894984686
WALLSMATERIAL_MODE,Panel,66040,0.21475654529431468,0.06347668079951545,0.7862951697619253
WALLSMATERIAL_MODE,"Stone, brick",64815,0.21077294795958518,0.07405693126591067,0.9173543198594747
WALLSMATERIAL_MODE,Block,9253,0.030089980521022013,0.07024748730141575,0.8701661658628664
WALLSMATERIAL_MODE,Wooden,5362,0.017436774619444508,0.0969787392763894,1.2012901951106458
WALLSMATERIAL_MODE,Mixed,2296,0.007466399575950129,0.07534843205574913,0.9333523339333524
WALLSMATERIAL_MODE,Monolithic,1779,0.005785158904884703,0.047217537942664416,0.5848907275039951
WALLSMATERIAL_MODE,Others,1625,0.005284363811375853,0.08307692307692308,1.0290863118754356
EMERGENCYSTATE_MODE,No,159428,0.5184464945969413,0.06964899515768874,0.8627525538745628
EMERGENCYSTATE_MODE,__MISSING__,145755,0.47398304450897694,0.09260745772014682,1.1471424745611307
EMERGENCYSTATE_MODE,Yes,2328,0.007570460894081837,0.09579037800687286,1.186569785751117
