column,missing_count,missing_rate,zero_count,negative_count,skewness,q1,q3,iqr,iqr_lower_fence,iqr_upper_fence,iqr_outlier_count,iqr_outlier_rate,special_note
YEARS_BEGINEXPLUATATION_MODE,150007,0.48781019215572774,142,0,-14.755317839129784,0.9767,0.9866,0.00990000000000002,0.96185,1.0014500000000002,5074,0.016500222756259127,
YEARS_BUILD_MODE,204488,0.6649778381911542,103,0,-1.0023049025556345,0.6994,0.8236,0.12419999999999998,0.5131000000000001,1.0099,2537,0.008250111378129563,
COMMONAREA_MODE,214865,0.6987229725115525,9690,0,5.620589225272556,0.0072,0.049,0.041800000000000004,-0.05550000000000001,0.11170000000000001,7938,0.02581371072904709,
ELEVATORS_MODE,163891,0.532959796560123,89498,0,2.5522810986823834,0.0,0.1208,0.1208,-0.1812,0.302,9732,0.03164764837680603,
ENTRANCES_MODE,154828,0.503487680115508,387,0,2.3923433156059972,0.069,0.2069,0.1379,-0.13784999999999997,0.41374999999999995,3840,0.012487358175805093,
FLOORSMAX_MODE,153020,0.4976082156410665,3415,0,1.244342500189543,0.1667,0.3333,0.1666,-0.08320000000000002,0.5831999999999999,5104,0.016597780242007604,
FLOORSMIN_MODE,208642,0.6784862980511266,2517,0,0.9638347550188309,0.0833,0.375,0.2917,-0.35425,0.81255,320,0.001040613181317091,
LANDAREA_MODE,182590,0.5937673774271489,17453,0,4.37702654968116,0.0166,0.0841,0.06749999999999999,-0.08464999999999998,0.18534999999999996,7033,0.022870726575634694,
LIVINGAPARTMENTS_MODE,210199,0.6835495315614726,519,0,2.902671828936421,0.0542,0.1313,0.0771,-0.061450000000000005,0.24695,7469,0.02428856203517923,
LIVINGAREA_MODE,154350,0.5019332641759157,444,0,2.902491126966768,0.0427,0.1252,0.0825,-0.08105,0.24895,13105,0.042616361691126495,
NONLIVINGAPARTMENTS_MODE,213514,0.6943296337366793,59255,0,16.251819241589057,0.0,0.0039,0.0039,-0.005849999999999999,0.009749999999999998,14224,0.0462552559095447,
NONLIVINGAREA_MODE,169682,0.5517916432257708,67126,0,6.522450898549668,0.0,0.0231,0.0231,-0.03465,0.057749999999999996,18817,0.06119130697763657,
APARTMENTS_MEDI,156061,0.5074972927797705,771,0,2.6392555066479884,0.0583,0.1489,0.09060000000000001,-0.07760000000000003,0.28480000000000005,10728,0.034886556903655476,
BASEMENTAREA_MEDI,179943,0.5851595552679416,14991,0,3.553039527166942,0.0437,0.1116,0.0679,-0.05814999999999999,0.21345,7188,0.02337477358533516,
YEARS_BEGINEXPLUATATION_MEDI,150007,0.48781019215572774,548,0,-15.573124273878925,0.9767,0.9866,0.00990000000000002,0.96185,1.0014500000000002,4762,0.015485624904474962,
YEARS_BUILD_MEDI,204488,0.6649778381911542,101,0,-0.9627843224572193,0.6914,0.8256,0.13419999999999999,0.49010000000000004,1.0269,2274,0.007394857419734579,
COMMONAREA_MEDI,214865,0.6987229725115525,8691,0,5.419238452233025,0.0079,0.0513,0.043399999999999994,-0.05719999999999999,0.11639999999999999,8004,0.026028337197693742,
ELEVATORS_MEDI,163891,0.532959796560123,87026,0,2.4578240835827048,0.0,0.12,0.12,-0.18,0.3,10383,0.03376464581754799,
ENTRANCES_MEDI,154828,0.503487680115508,329,0,2.3877109978106597,0.069,0.2069,0.1379,-0.13784999999999997,0.41374999999999995,3893,0.012659709733960736,
FLOORSMAX_MEDI,153020,0.4976082156410665,2995,0,1.2401854976388547,0.1667,0.3333,0.1666,-0.08320000000000002,0.5831999999999999,5360,0.017430270787061275,
FLOORSMIN_MEDI,208642,0.6784862980511266,2351,0,0.9602264549841384,0.0833,0.375,0.2917,-0.35425,0.81255,344,0.001118659169915873,
LANDAREA_MEDI,182590,0.5937673774271489,15919,0,4.368292319180046,0.0187,0.0868,0.0681,-0.08345,0.18895,6873,0.022350419984976146,
LIVINGAPARTMENTS_MEDI,210199,0.6835495315614726,433,0,2.988291444856162,0.0513,0.1231,0.0718,-0.056400000000000006,0.2308,7927,0.025777939650939316,
LIVINGAREA_MEDI,154350,0.5019332641759157,299,0,2.84893537121163,0.0457,0.1303,0.08460000000000001,-0.08120000000000002,0.2572,12907,0.041972482285186546,
NONLIVINGAPARTMENTS_MEDI,213514,0.6943296337366793,56097,0,15.671995157824545,0.0,0.0039,0.0039,-0.005849999999999999,0.009749999999999998,15215,0.049477904855436065,
NONLIVINGAREA_MEDI,169682,0.5517916432257708,60954,0,6.508830983416643,0.0,0.0266,0.0266,-0.0399,0.0665,17254,0.056108561970140906,
TOTALAREA_MODE,148431,0.4826851722377411,582,0,2.7975715203286953,0.0412,0.1276,0.08639999999999999,-0.08839999999999999,0.2572,12091,0.03931891867282796,
OBS_30_CNT_SOCIAL_CIRCLE,1021,0.0033202064316398437,163910,0,12.139597764869443,0.0,2.0,2.0,-3.0,5.0,19971,0.06494401826276133,
DEF_30_CNT_SOCIAL_CIRCLE,1021,0.0033202064316398437,271324,0,5.1835179524202655,0.0,0.0,0.0,0.0,0.0,35166,0.11435688479436508,
OBS_60_CNT_SOCIAL_CIRCLE,1021,0.0033202064316398437,164666,0,12.07082869769741,0.0,2.0,2.0,-3.0,5.0,19564,0.06362048837277366,
DEF_60_CNT_SOCIAL_CIRCLE,1021,0.0033202064316398437,280721,0,5.27787829269804,0.0,0.0,0.0,0.0,0.0,25769,0.08379862834175038,
DAYS_LAST_PHONE_CHANGE,1,3.2519161916159095e-06,37672,269838,-0.7136056678591619,-1570.0,-274.0,1296.0,-3514.0,1670.0,435,0.0014145835433529207,
FLAG_DOCUMENT_2,0,0.0,307498,0,153.79181737639308,0.0,0.0,0.0,0.0,0.0,13,4.2274910491006824e-05,
FLAG_DOCUMENT_3,0,0.0,89171,0,-0.9257248975408139,0.0,1.0,1.0,-1.5,2.5,0,0.0,
FLAG_DOCUMENT_4,0,0.0,307486,0,110.89436438827012,0.0,0.0,0.0,0.0,0.0,25,8.129790479039775e-05,
FLAG_DOCUMENT_5,0,0.0,302863,0,7.94832164046238,0.0,0.0,0.0,0.0,0.0,4648,0.015114906458630749,
FLAG_DOCUMENT_6,0,0.0,280433,0,2.9074265170378446,0.0,0.0,0.0,0.0,0.0,27078,0.0880553866365756,
FLAG_DOCUMENT_7,0,0.0,307452,0,72.17410794731333,0.0,0.0,0.0,0.0,0.0,59,0.00019186305530533867,
FLAG_DOCUMENT_8,0,0.0,282487,0,3.0622408450208147,0.0,0.0,0.0,0.0,0.0,25024,0.08137595077899652,
FLAG_DOCUMENT_9,0,0.0,306313,0,15.927754527720971,0.0,0.0,0.0,0.0,0.0,1198,0.00389579559755586,
FLAG_DOCUMENT_10,0,0.0,307504,0,209.58905368788848,0.0,0.0,0.0,0.0,0.0,7,2.276341334131137e-05,
FLAG_DOCUMENT_11,0,0.0,306308,0,15.894228775037027,0.0,0.0,0.0,0.0,0.0,1203,0.003912055178513939,
FLAG_DOCUMENT_12,0,0.0,307509,0,392.1147791020433,0.0,0.0,0.0,0.0,0.0,2,6.503832383231819e-06,
FLAG_DOCUMENT_13,0,0.0,306427,0,16.753746153720634,0.0,0.0,0.0,0.0,0.0,1084,0.003525077151711646,
FLAG_DOCUMENT_14,0,0.0,306608,0,18.37253333801408,0.0,0.0,0.0,0.0,0.0,903,0.0029364803210291664,
FLAG_DOCUMENT_15,0,0.0,307139,0,28.699333086792446,0.0,0.0,0.0,0.0,0.0,372,0.0012097128232811183,
FLAG_DOCUMENT_16,0,0.0,304458,0,9.886110804249117,0.0,0.0,0.0,0.0,0.0,3053,0.009928100133003373,
FLAG_DOCUMENT_17,0,0.0,307429,0,61.21414027402438,0.0,0.0,0.0,0.0,0.0,82,0.0002666571277125046,
FLAG_DOCUMENT_18,0,0.0,305011,0,10.95507951813095,0.0,0.0,0.0,0.0,0.0,2500,0.008129790479039774,
FLAG_DOCUMENT_19,0,0.0,307328,0,40.956134313679925,0.0,0.0,0.0,0.0,0.0,183,0.0005951006630657115,
FLAG_DOCUMENT_20,0,0.0,307355,0,44.36489680146024,0.0,0.0,0.0,0.0,0.0,156,0.0005072989258920819,
FLAG_DOCUMENT_21,0,0.0,307408,0,54.61293914066448,0.0,0.0,0.0,0.0,0.0,103,0.0003349473677364387,
AMT_REQ_CREDIT_BUREAU_HOUR,41519,0.13501630835970097,264366,0,14.534062061826708,0.0,0.0,0.0,0.0,0.0,1626,0.005287615727567469,
AMT_REQ_CREDIT_BUREAU_DAY,41519,0.13501630835970097,264503,0,27.043504708921247,0.0,0.0,0.0,0.0,0.0,1489,0.004842103209316089,
AMT_REQ_CREDIT_BUREAU_WEEK,41519,0.13501630835970097,257456,0,9.293572551814963,0.0,0.0,0.0,0.0,0.0,8536,0.027758356611633405,
AMT_REQ_CREDIT_BUREAU_MON,41519,0.13501630835970097,222233,0,7.804848087437465,0.0,0.0,0.0,0.0,0.0,43759,0.14230060062892058,
AMT_REQ_CREDIT_BUREAU_QRT,41519,0.13501630835970097,215417,0,134.36577604912551,0.0,0.0,0.0,0.0,0.0,50575,0.16446566139097463,
AMT_REQ_CREDIT_BUREAU_YEAR,41519,0.13501630835970097,71801,0,1.243590004141659,0.0,3.0,3.0,-4.5,7.5,3364,0.01093944606859592,
DAYS_EMPLOYED_ANOMALY,0,0.0,252137,0,1.66523034075399,0.0,0.0,0.0,0.0,0.0,55374,0.18007160719453938,
credit_income_ratio,0,0.0,0,0,1.8359563217840722,2.018666666666667,5.15988,3.1412133333333334,-2.6931533333333335,9.8717,11510,0.03742955536549912,
annuity_income_ratio,12,3.9022994299390916e-05,0,0,1.5120039702988914,0.11478181818181818,0.22906666666666667,0.11428484848484849,-0.056645454545454554,0.4004939393939394,7878,0.025618595757550135,
goods_credit_ratio,278,0.0009040327012692228,0,0,2.666887216112579,0.8347245409015025,1.0,0.1652754590984975,0.5868113522537562,1.2479131886477464,244,0.000793467550754282,
employment_age_ratio,55374,0.18007160719453938,2,0,1.34738162025893,0.05609948233175782,0.21917044266294877,0.16307096033119095,-0.1885069581650286,0.4637768831597352,10760,0.03499061822178719,
